trial_uid,session_id,participant_code,trial_index,trial_type,prompt_id,prompt_typing_order,length_class,condition,duration_ms,first_key_latency_ms,event_count,insert_count,delete_count,mean_dt_ms,median_dt_ms,mean_friction,max_friction,total_time_in_error_ms,number_of_error_episodes,maximum_wrong_suffix_depth,mean_planned_geometry_burden,layout_switch_count,shift_required_count,near_key_typo_count,layout_confusion_count,shift_confusion_count,prompt_source,prompt_text,prompt_length,final_reconstructed_text,final_prefix_match_len,final_resulting_text_length,qc_prompt_available_ok,qc_event_index_ok,qc_time_monotonic_ok,qc_append_pop_ok,qc_reconstruction_ok,qc_exact_match_ok,all_core_qc_ok
20260423062023-gejtas__11__P07,20260423062023-gejtas,เทพซ่า676767677,11,main,P07,11,medium,formal_educational,25312,3723,66,66,0,383.5151515151515,237.5,-0.04673179722857084,0.8781244953739735,0.0,0,0,-0.15911571896575855,0.0,2.0,0,0,0,prompt_table,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,1,1,1,1,1,1,1
20260423062023-gejtas__12__P12,20260423062023-gejtas,เทพซ่า676767677,12,main,P12,12,long,long_familiar_expository,56414,2697,145,136,9,389.06206896551726,263.0,0.049642197513962184,0.9897022877742072,5506.0,6,3,0.3022222263499261,0.0,9.0,4,0,1,prompt_table,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,127,1,1,1,1,1,1,1
20260423062023-gejtas__13__P14,20260423062023-gejtas,เทพซ่า676767677,13,main,P14,13,long,long_mixed_difficulty,63292,3678,155,150,5,408.3354838709677,239.0,-0.005775958232936638,0.881540633733617,4080.0,4,2,-0.009218658556393774,0.0,13.0,3,0,0,prompt_table,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,145,1,1,1,1,1,1,1
20260423062023-gejtas__14__P13,20260423062023-gejtas,เทพซ่า676767677,14,main,P13,14,long,long_formal_bureaucratic,60025,2074,157,150,7,382.3248407643312,265.0,0.021045594689803142,0.8566685781333041,5058.0,5,3,0.05822928090540316,0.0,10.0,3,0,0,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260423062023-gejtas__1__P01,20260423062023-gejtas,เทพซ่า676767677,1,main,P01,1,short,familiar_baseline,11201,4166,28,28,0,400.0357142857143,207.5,-0.08322552980412919,0.9175081698280897,0.0,0,0,-0.24358572739369033,0.0,1.0,0,0,0,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260423062023-gejtas__2__P02,20260423062023-gejtas,เทพซ่า676767677,2,main,P02,2,short,familiar_polite,9577,2591,23,23,0,416.39130434782606,264.0,0.021888628999978812,0.7511524219464278,0.0,0,0,0.25814509546983044,0.0,1.0,0,0,0,prompt_table,กรุณาตอบกลับภายในวันนี้,23,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260423062023-gejtas__3__P04,20260423062023-gejtas,เทพซ่า676767677,3,main,P04,3,short,orthographic_named_entity,12543,3935,29,29,0,432.51724137931035,282.0,0.005418463778679816,0.8975246721044966,0.0,0,0,0.2722723358094719,0.0,3.0,0,0,0,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260423062023-gejtas__4__P03,20260423062023-gejtas,เทพซ่า676767677,4,main,P03,4,short,formal_register,14670,4973,30,30,0,489.0,224.5,0.010209578401277638,0.9795378614229237,0.0,0,0,0.012976111069665933,0.0,1.0,0,0,0,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260423062023-gejtas__5__P05,20260423062023-gejtas,เทพซ่า676767677,5,main,P05,5,short,twisted_proverb,18794,3903,45,38,7,417.64444444444445,217.0,0.07986483437826208,1.4404946088932786,6241.0,2,5,0.26018166465309095,0.0,0.0,3,0,0,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260423062023-gejtas__6__P09,20260423062023-gejtas,เทพซ่า676767677,6,main,P09,6,medium,arabic_numerals,20569,4426,48,47,1,428.5208333333333,223.0,-5.6126802191520477e-05,0.9387160970400509,417.0,1,1,0.05175808235126841,0.0,3.0,1,0,0,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260423062023-gejtas__7__P11,20260423062023-gejtas,เทพซ่า676767677,7,main,P11,7,medium,rhythmic_repetition,24069,8155,48,44,4,501.4375,256.0,0.05081092843455509,1.152818438775051,2396.0,1,4,0.10583321097838456,0.0,0.0,1,0,0,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260423062023-gejtas__8__P10,20260423062023-gejtas,เทพซ่า676767677,8,main,P10,8,medium,thai_numerals,31317,3150,48,47,1,652.4375,260.0,0.0596744440144134,0.9665801280188839,895.0,1,1,0.012275663901742465,0.0,8.0,0,0,0,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260423062023-gejtas__9__P06,20260423062023-gejtas,เทพซ่า676767677,9,main,P06,9,medium,mixed_symbols_identification,35328,2383,84,68,16,420.57142857142856,271.5,0.17269271382052898,1.096485142678538,9306.0,5,6,0.676186297140833,17.0,0.0,4,3,0,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
20260423075501-38cbcj__0__PRACTICE,20260423075501-38cbcj,น้ำ,0,practice,PRACTICE,0,practice,practice_warmup,23566,11973,37,37,0,636.918918918919,174.0,-0.04394500758032572,1.2873643659031047,0.0,0,0,0.22037859980051172,0.0,2.0,0,0,0,recovered_from_event_log_consensus,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,1,1,1,1,1,1,1
20260423075501-38cbcj__10__P08,20260423075501-38cbcj,น้ำ,10,main,P08,10,medium,formal_lexical_difficulty,17380,1486,58,57,1,299.6551724137931,201.0,-0.09736216344136125,0.6980397209215515,782.0,1,1,-0.2339101149722445,0.0,1.0,0,0,0,prompt_table,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,56,1,1,1,1,1,1,1
20260423075501-38cbcj__11__P07,20260423075501-38cbcj,น้ำ,11,main,P07,11,medium,formal_educational,27700,1148,74,70,4,374.3243243243243,203.0,-0.05896574642519356,0.6381276281017499,1902.0,3,2,-0.21809031193477108,0.0,2.0,2,0,1,prompt_table,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,1,1,1,1,1,1,1
20260423075501-38cbcj__12__P12,20260423075501-38cbcj,น้ำ,12,main,P12,12,long,long_familiar_expository,50519,1858,151,139,12,334.5629139072848,219.0,-0.012101590510061638,0.6554327515018846,5751.0,9,2,0.33846715092525387,0.0,5.0,8,0,0,prompt_table,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,127,1,1,1,1,1,1,1
20260423075501-38cbcj__13__P14,20260423075501-38cbcj,น้ำ,13,main,P14,13,long,long_mixed_difficulty,70628,4022,165,155,10,428.04848484848486,247.0,0.017442568681626736,0.9051853238266482,5656.0,8,2,0.023207384108504345,0.0,17.0,7,0,0,prompt_table,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,145,1,1,1,1,1,1,1
20260423075501-38cbcj__14__P13,20260423075501-38cbcj,น้ำ,14,main,P13,14,long,long_formal_bureaucratic,55064,1476,153,148,5,359.8954248366013,224.0,-0.02109387376458763,0.711976074473843,3841.0,4,2,0.09426846838375037,0.0,10.0,3,0,0,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260423075501-38cbcj__1__P01,20260423075501-38cbcj,น้ำ,1,main,P01,1,short,familiar_baseline,10545,2817,30,29,1,351.5,183.0,-0.09924035708592195,0.7804446001501251,1055.0,1,1,-0.29894761661120944,0.0,1.0,1,0,0,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260423075501-38cbcj__2__P02,20260423075501-38cbcj,น้ำ,2,main,P02,2,short,familiar_polite,11179,1392,27,25,2,414.037037037037,239.0,0.036432815954518145,0.5933325752660302,1534.0,2,1,0.17134456411554813,0.0,3.0,1,0,0,prompt_table,กรุณาตอบกลับภายในวันนี้,23,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260423075501-38cbcj__3__P04,20260423075501-38cbcj,น้ำ,3,main,P04,3,short,orthographic_named_entity,19737,1479,39,34,5,506.0769230769231,230.0,0.055890114301530444,0.9080337407605751,2376.0,3,2,0.0793806736838037,0.0,5.0,2,0,0,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260423075501-38cbcj__4__P03,20260423075501-38cbcj,น้ำ,4,main,P03,4,short,formal_register,13910,1726,30,30,0,463.6666666666667,255.0,0.030505237807863947,0.6088767151890895,0.0,0,0,0.012976111069665933,0.0,1.0,0,0,0,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260423075501-38cbcj__5__P05,20260423075501-38cbcj,น้ำ,5,main,P05,5,short,twisted_proverb,19120,1311,51,41,10,374.9019607843137,201.0,0.09927120586878412,0.6956799592987313,4416.0,5,5,0.18745385839364972,0.0,0.0,4,0,0,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260423075501-38cbcj__6__P09,20260423075501-38cbcj,น้ำ,6,main,P09,6,medium,arabic_numerals,24633,1321,50,48,2,492.66,227.0,0.011924599998874187,0.9034846961449368,1701.0,1,2,0.03354698380710033,0.0,3.0,0,0,0,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260423075501-38cbcj__7__P11,20260423075501-38cbcj,น้ำ,7,main,P11,7,medium,rhythmic_repetition,17786,2023,42,41,1,423.4761904761905,228.0,0.0014603758333445289,0.6689549979518529,911.0,1,1,0.14016744974924586,0.0,0.0,0,0,0,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260423075501-38cbcj__8__P10,20260423075501-38cbcj,น้ำ,8,main,P10,8,medium,thai_numerals,33723,2854,52,49,3,648.5192307692307,228.5,0.05320113761482921,1.1131012353181033,1787.0,3,1,0.008484687230205486,0.0,10.0,1,1,0,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260423075501-38cbcj__9__P06,20260423075501-38cbcj,น้ำ,9,main,P06,9,medium,mixed_symbols_identification,21811,2355,52,52,0,419.4423076923077,210.5,-0.020572655104633478,0.7547313415406075,0.0,0,0,0.16748171834681896,3.0,0.0,0,0,0,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
20260423084348-yowi25__0__PRACTICE,20260423084348-yowi25,Chokdee`,0,practice,PRACTICE,0,practice,practice_warmup,31351,4919,121,79,42,259.099173553719,115.0,0.7812026720209247,4.585402361993862,20247.0,3,37,0.16066384431068587,0.0,2.0,7,0,1,recovered_from_event_log_consensus,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,1,1,1,1,1,1,1
20260423084348-yowi25__10__P08,20260423084348-yowi25,Chokdee`,10,main,P08,10,medium,formal_lexical_difficulty,11736,826,64,60,4,183.375,155.0,-0.266306728746182,0.4771893223021316,1065.0,3,2,-0.29727888694358495,0.0,1.0,1,0,0,prompt_table,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,56,1,1,1,1,1,1,1
20260423084348-yowi25__11__P07,20260423084348-yowi25,Chokdee`,11,main,P07,11,medium,formal_educational,15846,821,78,72,6,203.15384615384616,154.0,-0.23776525384882008,0.5944320308607526,2400.0,5,2,-0.13493084048924772,0.0,6.0,1,0,1,prompt_table,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,1,1,1,1,1,1,1
20260423084348-yowi25__12__P12,20260423084348-yowi25,Chokdee`,12,main,P12,12,long,long_familiar_expository,33326,805,175,151,24,190.43428571428572,153.0,-0.18447543454668683,0.6561600462024311,8002.0,12,4,0.3088435764274881,0.0,15.0,3,0,0,prompt_table,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,127,1,1,1,1,1,1,1
20260423084348-yowi25__13__P14,20260423084348-yowi25,Chokdee`,13,main,P14,13,long,long_mixed_difficulty,41279,736,191,168,23,216.12041884816753,170.0,-0.17106151435946737,0.6213185758069546,7964.0,11,3,-0.04167723633693107,0.0,21.0,4,0,3,prompt_table,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,145,1,1,1,1,1,1,1
20260423084348-yowi25__14__P13,20260423084348-yowi25,Chokdee`,14,main,P13,14,long,long_formal_bureaucratic,50975,1011,225,184,41,226.55555555555554,175.0,-0.10609759254319566,0.7506217609510831,12049.0,18,5,0.13293699765633957,0.0,25.0,8,0,0,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260423084348-yowi25__1__P01,20260423084348-yowi25,Chokdee`,1,main,P01,1,short,familiar_baseline,10503,1707,50,39,11,210.06,153.5,-0.1531413968383716,0.6050004010909337,3053.0,3,5,-0.5498728583529399,0.0,1.0,2,0,0,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260423084348-yowi25__2__P02,20260423084348-yowi25,Chokdee`,2,main,P02,2,short,familiar_polite,4990,788,23,23,0,216.95652173913044,199.0,-0.1836910487704268,0.3343862586725869,0.0,0,0,0.25814509546983044,0.0,1.0,0,0,0,prompt_table,กรุณาตอบกลับภายในวันนี้,23,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260423084348-yowi25__3__P04,20260423084348-yowi25,Chokdee`,3,main,P04,3,short,orthographic_named_entity,7039,817,29,29,0,242.72413793103448,207.0,-0.1097843177788528,0.34703411559060904,0.0,0,0,0.2722723358094719,0.0,3.0,0,0,0,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260423084348-yowi25__4__P03,20260423084348-yowi25,Chokdee`,4,main,P03,4,short,formal_register,9177,872,42,36,6,218.5,163.5,-0.1469481653366644,0.39634476364868065,1976.0,4,2,-0.0630633922950399,0.0,1.0,2,0,0,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260423084348-yowi25__5__P05,20260423084348-yowi25,Chokdee`,5,main,P05,5,short,twisted_proverb,8017,853,35,33,2,229.05714285714285,188.0,-0.12954863096492555,0.44421546015502467,904.0,2,1,0.3650307463426153,0.0,0.0,0,0,0,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260423084348-yowi25__6__P09,20260423084348-yowi25,Chokdee`,6,main,P09,6,medium,arabic_numerals,14102,1015,56,51,5,251.82142857142858,188.0,-0.11146277995640533,0.5428474902032099,1589.0,3,3,0.19156286973115608,0.0,9.0,2,0,1,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260423084348-yowi25__7__P11,20260423084348-yowi25,Chokdee`,7,main,P11,7,medium,rhythmic_repetition,9270,759,42,41,1,220.71428571428572,170.5,-0.17541231864456353,0.3900603437710101,288.0,1,1,0.21052618531636055,0.0,0.0,0,0,0,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260423084348-yowi25__8__P10,20260423084348-yowi25,Chokdee`,8,main,P10,8,medium,thai_numerals,113018,897,106,76,30,1066.2075471698113,235.5,0.05116065149075787,1.8660315026279397,12385.0,20,6,0.30864064141243636,0.0,50.0,3,0,2,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260423084348-yowi25__9__P06,20260423084348-yowi25,Chokdee`,9,main,P06,9,medium,mixed_symbols_identification,17670,1020,78,65,13,226.53846153846155,181.0,-0.14056697105289812,0.5602633233567891,4617.0,8,3,0.1872205427301345,13.0,0.0,1,5,0,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
20260423090458-kc7agh__0__PRACTICE,20260423090458-kc7agh,Tw,0,practice,PRACTICE,0,practice,practice_warmup,16058,1610,43,40,3,373.4418604651163,246.0,0.02330228791068713,0.58451351989045,1344.0,1,3,0.10848815563950917,0.0,2.0,1,0,0,recovered_from_event_log_consensus,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,1,1,1,1,1,1,1
20260423090458-kc7agh__10__P08,20260423090458-kc7agh,Tw,10,main,P08,10,medium,formal_lexical_difficulty,27069,1037,56,56,0,483.375,329.0,0.026888452461309997,0.6922865584753294,0.0,0,0,-0.2918548219067011,0.0,1.0,0,0,0,prompt_table,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,56,1,1,1,1,1,1,1
20260423090458-kc7agh__11__P07,20260423090458-kc7agh,Tw,11,main,P07,11,medium,formal_educational,30278,2333,72,69,3,420.52777777777777,253.5,0.001403526939847466,0.7144148410081533,1495.0,1,3,-0.15327205636168453,0.0,2.0,2,0,0,prompt_table,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,1,1,1,1,1,1,1
20260423090458-kc7agh__12__P12,20260423090458-kc7agh,Tw,12,main,P12,12,long,long_familiar_expository,51401,1948,131,129,2,392.37404580152673,296.0,0.03584676023719087,0.6512501784068057,923.0,2,1,0.3134970043417975,0.0,5.0,2,0,0,prompt_table,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,127,1,1,1,1,1,1,1
20260423090458-kc7agh__13__P14,20260423090458-kc7agh,Tw,13,main,P14,13,long,long_mixed_difficulty,68687,2541,153,149,4,448.93464052287584,294.0,0.03448601177023049,0.84858951264057,1172.0,2,2,-0.046804198225130274,0.0,13.0,0,0,0,prompt_table,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,145,1,1,1,1,1,1,1
20260423090458-kc7agh__14__P13,20260423090458-kc7agh,Tw,14,main,P13,14,long,long_formal_bureaucratic,69096,1338,149,146,3,463.7315436241611,322.0,0.06450465619747137,0.8311931756049573,1108.0,2,2,0.09496635910408834,0.0,10.0,1,0,0,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260423090458-kc7agh__1__P01,20260423090458-kc7agh,Tw,1,main,P01,1,short,familiar_baseline,9734,1068,28,28,0,347.64285714285717,201.0,-0.05567233040294746,0.44080557682286375,0.0,0,0,-0.24358572739369033,0.0,1.0,0,0,0,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
